,site_code,publish_time,province,city,PM2_5,SO2_1,NO2_1,CO_1,O3_1,PM10_1,PM2_5_1,wind_power_1,wind_direction_1,temperature_1,relative_humidity_1,precipitation_1,SO2_2,NO2_2,CO_2,O3_2,PM10_2,PM2_5_2,wind_power_2,wind_direction_2,temperature_2,relative_humidity_2,precipitation_2,SO2_3,NO2_3,CO_3,O3_3,PM10_3,PM2_5_3,wind_power_3,wind_direction_3,temperature_3,relative_humidity_3,precipitation_3,PM2_5_pred
33556,1629A,2015-12-30 04:00:00,山东省,滨州市,142,57,47,3.705,9,274,199,1.5,199.3333,-2.0,74.8333,0.0,25,36,2.096,9,60,48,0.6667,216.6,-5.0,76.6667,0.0,4,14,1.75,20,25,8,4.3333,74.5,-3.5,65.1667,0.0,180.0057
33564,1629A,2015-12-30 12:00:00,山东省,滨州市,254,53,45,3.105,11,308,246,3.8333,198.0,4.3333,59.5,0.0,83,28,2.94,21,149,103,3.1667,281.0,1.6667,45.0,0.0,9,17,1.887,23,39,20,2.6667,76.1667,-0.3333,43.5,0.0,212.94708
33580,1629A,2015-12-31 04:00:00,山东省,滨州市,217,31,41,2.855,8,208,142,0.8333,208.6,-1.3333,92.0,0.0,57,47,3.705,9,274,199,1.5,199.3333,-2.0,74.8333,0.0,25,36,2.096,9,60,48,0.6667,216.6,-5.0,76.6667,0.0,257.91068
33588,1629A,2015-12-31 12:00:00,山东省,滨州市,240,58,40,3.665,13,403,254,3.0,299.0,2.6667,67.6667,0.0,53,45,3.105,11,308,246,3.8333,198.0,4.3333,59.5,0.0,83,28,2.94,21,149,103,3.1667,281.0,1.6667,45.0,0.0,161.99356
34156,1630A,2015-12-27 04:00:00,山东省,滨州市,9,83,45,3.119,9,365,265,0.6667,114.8,-0.8333,78.8333,0.0,62,48,4.0760000000000005,12,253,112,2.1667,182.3333,-0.6667,98.6667,0.0,25,48,4.431,8,492,246,1.0,241.3333,-1.1667,97.5,0.0,107.36188
34164,1630A,2015-12-27 12:00:00,山东省,滨州市,16,24,38,3.977,15,433,310,8.0,100.1667,3.0,75.3333,0.0,40,56,6.863,21,509,351,2.8333,240.6667,2.6667,66.1667,0.0,64,41,4.468,24,411,328,0.8333,222.8333,-0.1667,92.6667,0.0,166.31224
34180,1630A,2015-12-28 04:00:00,山东省,滨州市,42,3,2,1.676,36,27,9,4.3333,74.5,-3.5,65.1667,0.0,83,45,3.119,9,365,265,0.6667,114.8,-0.8333,78.8333,0.0,62,48,4.0760000000000005,12,253,112,2.1667,182.3333,-0.6667,98.6667,0.0,71.948654
34188,1630A,2015-12-28 12:00:00,山东省,滨州市,118,19,13,1.846,42,34,16,2.6667,76.1667,-0.3333,43.5,0.0,24,38,3.977,15,433,310,8.0,100.1667,3.0,75.3333,0.0,40,56,6.863,21,509,351,2.8333,240.6667,2.6667,66.1667,0.0,77.956604
34204,1630A,2015-12-29 04:00:00,山东省,滨州市,173,36,46,2.064,8,80,42,0.6667,216.6,-5.0,76.6667,0.0,3,2,1.676,36,27,9,4.3333,74.5,-3.5,65.1667,0.0,83,45,3.119,9,365,265,0.6667,114.8,-0.8333,78.8333,0.0,150.62659
34212,1630A,2015-12-29 12:00:00,山东省,滨州市,273,58,32,2.622,36,158,118,3.1667,281.0,1.6667,45.0,0.0,19,13,1.846,42,34,16,2.6667,76.1667,-0.3333,43.5,0.0,24,38,3.977,15,433,310,8.0,100.1667,3.0,75.3333,0.0,124.198364
34228,1630A,2015-12-30 04:00:00,山东省,滨州市,162,88,74,3.391,8,268,173,1.5,199.3333,-2.0,74.8333,0.0,36,46,2.064,8,80,42,0.6667,216.6,-5.0,76.6667,0.0,3,2,1.676,36,27,9,4.3333,74.5,-3.5,65.1667,0.0,160.05946
34236,1630A,2015-12-30 12:00:00,山东省,滨州市,226,76,71,3.161,15,361,273,3.8333,198.0,4.3333,59.5,0.0,58,32,2.622,36,158,118,3.1667,281.0,1.6667,45.0,0.0,19,13,1.846,42,34,16,2.6667,76.1667,-0.3333,43.5,0.0,239.47386
34252,1630A,2015-12-31 04:00:00,山东省,滨州市,226,41,58,3.3160000000000003,8,297,162,0.8333,208.6,-1.3333,92.0,0.0,88,74,3.391,8,268,173,1.5,199.3333,-2.0,74.8333,0.0,36,46,2.064,8,80,42,0.6667,216.6,-5.0,76.6667,0.0,241.78664
34260,1630A,2015-12-31 12:00:00,山东省,滨州市,214,36,53,3.141,20,401,226,3.0,299.0,2.6667,67.6667,0.0,76,71,3.161,15,361,273,3.8333,198.0,4.3333,59.5,0.0,58,32,2.622,36,158,118,3.1667,281.0,1.6667,45.0,0.0,198.18822
34828,1718A,2015-12-27 04:00:00,山东省,菏泽市,0,43,72,2.436,11,132,85,1.5,201.0,1.0,67.5,0.0,0,0,0.0,0,0,0,2.0,146.5,0.0,85.5,0.0,39,110,4.974,9,667,588,1.5,357.5,1.5,89.5,0.0,106.78357
34836,1718A,2015-12-27 12:00:00,山东省,菏泽市,0,73,61,2.778,60,186,122,1.5,306.0,9.5,44.0,0.0,59,53,0.535,71,298,245,5.5,248.0,9.0,41.5,0.0,0,0,0.0,0,0,0,3.5,331.5,2.5,86.5,0.0,58.006527
34852,1718A,2015-12-28 04:00:00,山东省,菏泽市,82,26,35,2.033,48,110,0,6.0,8.5,0.0,76.5,0.0,43,72,2.436,11,132,85,1.5,201.0,1.0,67.5,0.0,0,0,0.0,0,0,0,2.0,146.5,0.0,85.5,0.0,43.556156
34860,1718A,2015-12-28 12:00:00,山东省,菏泽市,114,29,56,2.182,35,94,0,5.5,8.5,0.5,66.5,0.0,73,61,2.778,60,186,122,1.5,306.0,9.5,44.0,0.0,59,53,0.535,71,298,245,5.5,248.0,9.0,41.5,0.0,56.42982
34876,1718A,2015-12-29 04:00:00,山东省,菏泽市,110,51,44,1.479,18,132,82,0.0,276.5,-1.5,79.5,0.0,26,35,2.033,48,110,0,6.0,8.5,0.0,76.5,0.0,43,72,2.436,11,132,85,1.5,201.0,1.0,67.5,0.0,149.74852
34884,1718A,2015-12-29 12:00:00,山东省,菏泽市,110,59,39,1.6840000000000002,60,178,114,1.5,220.5,2.5,53.0,0.0,29,56,2.182,35,94,0,5.5,8.5,0.5,66.5,0.0,73,61,2.778,60,186,122,1.5,306.0,9.5,44.0,0.0,106.5524
34900,1718A,2015-12-30 04:00:00,山东省,菏泽市,148,22,35,1.285,42,149,110,1.5,183.5,-2.0,87.5,0.0,51,44,1.479,18,132,82,0.0,276.5,-1.5,79.5,0.0,26,35,2.033,48,110,0,6.0,8.5,0.0,76.5,0.0,108.83586
34908,1718A,2015-12-30 12:00:00,山东省,菏泽市,344,34,32,1.396,83,160,110,9.0,216.5,6.5,71.0,0.0,59,39,1.6840000000000002,60,178,114,1.5,220.5,2.5,53.0,0.0,29,56,2.182,35,94,0,5.5,8.5,0.5,66.5,0.0,131.85751
34924,1718A,2015-12-31 04:00:00,山东省,菏泽市,123,36,44,2.1630000000000003,22,204,148,1.0,307.0,0.5,88.5,0.0,22,35,1.285,42,149,110,1.5,183.5,-2.0,87.5,0.0,51,44,1.479,18,132,82,0.0,276.5,-1.5,79.5,0.0,161.86887
34932,1718A,2015-12-31 12:00:00,山东省,菏泽市,135,72,49,2.983,82,438,344,1.5,12.0,5.0,58.0,0.0,34,32,1.396,83,160,110,9.0,216.5,6.5,71.0,0.0,59,39,1.6840000000000002,60,178,114,1.5,220.5,2.5,53.0,0.0,174.84926
35500,1299A,2015-12-27 04:00:00,山东省,济南市,27,46,24,0.955,43,150,88,2.1667,197.2,0.1667,68.1667,0.0,34,100,5.684,10,569,348,3.1667,163.5,-1.8333,97.8333,0.0,27,81,4.354,10,667,403,0.5,72.25,-1.6667,97.0,0.0,74.85135
35508,1299A,2015-12-27 12:00:00,山东省,济南市,56,123,120,3.838,16,283,231,4.1667,104.1667,6.6667,52.0,0.0,72,43,2.128,62,268,214,7.1667,199.8333,4.3333,62.3333,0.0,76,121,7.066,13,696,534,0.6667,185.3333,0.0,90.5,0.0,107.02942
35524,1299A,2015-12-28 04:00:00,山东省,济南市,98,29,14,0.5660000000000001,43,65,27,6.1667,64.5,-3.6667,64.8333,0.0,46,24,0.955,43,150,88,2.1667,197.2,0.1667,68.1667,0.0,34,100,5.684,10,569,348,3.1667,163.5,-1.8333,97.8333,0.0,30.34037
35532,1299A,2015-12-28 12:00:00,山东省,济南市,121,38,29,1.073,38,87,56,4.5,105.3333,-1.0,43.8333,0.0,123,120,3.838,16,283,231,4.1667,104.1667,6.6667,52.0,0.0,72,43,2.128,62,268,214,7.1667,199.8333,4.3333,62.3333,0.0,32.09083
35548,1299A,2015-12-29 04:00:00,山东省,济南市,124,70,64,1.631,10,179,98,0.3333,173.0,-3.6667,72.5,0.0,29,14,0.5660000000000001,43,65,27,6.1667,64.5,-3.6667,64.8333,0.0,46,24,0.955,43,150,88,2.1667,197.2,0.1667,68.1667,0.0,109.25835
35556,1299A,2015-12-29 12:00:00,山东省,济南市,126,71,34,1.661,37,164,121,2.1667,212.0,2.1667,44.3333,0.0,38,29,1.073,38,87,56,4.5,105.3333,-1.0,43.8333,0.0,123,120,3.838,16,283,231,4.1667,104.1667,6.6667,52.0,0.0,115.8876
35572,1299A,2015-12-30 04:00:00,山东省,济南市,136,42,25,1.112,42,181,124,3.1667,164.3333,-0.8333,72.1667,0.0,70,64,1.631,10,179,98,0.3333,173.0,-3.6667,72.5,0.0,29,14,0.5660000000000001,43,65,27,6.1667,64.5,-3.6667,64.8333,0.0,139.15938
35580,1299A,2015-12-30 12:00:00,山东省,济南市,298,29,18,0.904,49,169,126,6.1667,191.3333,3.3333,67.1667,0.0,71,34,1.661,37,164,121,2.1667,212.0,2.1667,44.3333,0.0,38,29,1.073,38,87,56,4.5,105.3333,-1.0,43.8333,0.0,211.95486
35596,1299A,2015-12-31 04:00:00,山东省,济南市,149,29,21,1.025,52,171,136,1.0,205.0,-0.3333,87.5,0.0,42,25,1.112,42,181,124,3.1667,164.3333,-0.8333,72.1667,0.0,70,64,1.631,10,179,98,0.3333,173.0,-3.6667,72.5,0.0,200.33144
35604,1299A,2015-12-31 12:00:00,山东省,济南市,106,81,74,2.107,24,378,298,1.8333,263.0,2.1667,81.1667,0.0,29,18,0.904,49,169,126,6.1667,191.3333,3.3333,67.1667,0.0,71,34,1.661,37,164,121,2.1667,212.0,2.1667,44.3333,0.0,277.46933
36172,1300A,2015-12-27 04:00:00,山东省,济南市,38,107,34,1.3530000000000002,19,195,117,2.1667,197.2,0.1667,68.1667,0.0,18,78,6.907,3,517,297,3.1667,163.5,-1.8333,97.8333,0.0,11,66,4.2639999999999985,2,467,285,0.5,72.25,-1.6667,97.0,0.0,106.24408
36180,1300A,2015-12-27 12:00:00,山东省,济南市,52,111,81,2.7310000000000003,11,352,189,4.1667,104.1667,6.6667,52.0,0.0,132,53,4.5680000000000005,39,344,249,7.1667,199.8333,4.3333,62.3333,0.0,24,90,8.69,6,726,465,0.6667,185.3333,0.0,90.5,0.0,93.577805
36196,1300A,2015-12-28 04:00:00,山东省,济南市,85,38,8,1.109,40,76,38,6.1667,64.5,-3.6667,64.8333,0.0,107,34,1.3530000000000002,19,195,117,2.1667,197.2,0.1667,68.1667,0.0,18,78,6.907,3,517,297,3.1667,163.5,-1.8333,97.8333,0.0,39.042355
36204,1300A,2015-12-28 12:00:00,山东省,济南市,125,78,22,1.436,35,112,52,4.5,105.3333,-1.0,43.8333,0.0,111,81,2.7310000000000003,11,352,189,4.1667,104.1667,6.6667,52.0,0.0,132,53,4.5680000000000005,39,344,249,7.1667,199.8333,4.3333,62.3333,0.0,61.80879
36220,1300A,2015-12-29 04:00:00,山东省,济南市,146,62,40,1.534,3,163,85,0.3333,173.0,-3.6667,72.5,0.0,38,8,1.109,40,76,38,6.1667,64.5,-3.6667,64.8333,0.0,107,34,1.3530000000000002,19,195,117,2.1667,197.2,0.1667,68.1667,0.0,114.68657
36228,1300A,2015-12-29 12:00:00,山东省,济南市,131,121,37,2.009,20,186,125,2.1667,212.0,2.1667,44.3333,0.0,78,22,1.436,35,112,52,4.5,105.3333,-1.0,43.8333,0.0,111,81,2.7310000000000003,11,352,189,4.1667,104.1667,6.6667,52.0,0.0,114.8934
36244,1300A,2015-12-30 04:00:00,山东省,济南市,145,71,34,1.489,20,222,146,3.1667,164.3333,-0.8333,72.1667,0.0,62,40,1.534,3,163,85,0.3333,173.0,-3.6667,72.5,0.0,38,8,1.109,40,76,38,6.1667,64.5,-3.6667,64.8333,0.0,143.94295
36252,1300A,2015-12-30 12:00:00,山东省,济南市,0,48,22,1.294,30,221,131,6.1667,191.3333,3.3333,67.1667,0.0,121,37,2.009,20,186,125,2.1667,212.0,2.1667,44.3333,0.0,78,22,1.436,35,112,52,4.5,105.3333,-1.0,43.8333,0.0,192.27415
36268,1300A,2015-12-31 04:00:00,山东省,济南市,164,23,45,1.464,6,205,145,1.0,205.0,-0.3333,87.5,0.0,71,34,1.489,20,222,146,3.1667,164.3333,-0.8333,72.1667,0.0,62,40,1.534,3,163,85,0.3333,173.0,-3.6667,72.5,0.0,226.46257
36276,1300A,2015-12-31 12:00:00,山东省,济南市,194,0,0,0.0,0,0,0,1.8333,263.0,2.1667,81.1667,0.0,48,22,1.294,30,221,131,6.1667,191.3333,3.3333,67.1667,0.0,121,37,2.009,20,186,125,2.1667,212.0,2.1667,44.3333,0.0,40.99856
36844,1301A,2015-12-27 04:00:00,山东省,济南市,28,54,34,0.6829999999999999,41,98,57,2.1667,197.2,0.1667,68.1667,0.0,48,102,6.329,11,586,347,3.1667,163.5,-1.8333,97.8333,0.0,32,82,4.265,10,472,377,0.5,72.25,-1.6667,97.0,0.0,54.125706
36852,1301A,2015-12-27 12:00:00,山东省,济南市,36,142,94,4.083,24,301,189,4.1667,104.1667,6.6667,52.0,0.0,68,47,1.505,61,235,160,7.1667,199.8333,4.3333,62.3333,0.0,72,103,6.3420000000000005,16,501,467,0.6667,185.3333,0.0,90.5,0.0,103.12988
36868,1301A,2015-12-28 04:00:00,山东省,济南市,97,26,20,0.994,43,57,28,6.1667,64.5,-3.6667,64.8333,0.0,54,34,0.6829999999999999,41,98,57,2.1667,197.2,0.1667,68.1667,0.0,48,102,6.329,11,586,347,3.1667,163.5,-1.8333,97.8333,0.0,30.439323
36876,1301A,2015-12-28 12:00:00,山东省,济南市,110,57,29,0.792,45,86,36,4.5,105.3333,-1.0,43.8333,0.0,142,94,4.083,24,301,189,4.1667,104.1667,6.6667,52.0,0.0,68,47,1.505,61,235,160,7.1667,199.8333,4.3333,62.3333,0.0,48.503826
36892,1301A,2015-12-29 04:00:00,山东省,济南市,115,76,69,1.588,10,154,97,0.3333,173.0,-3.6667,72.5,0.0,26,20,0.994,43,57,28,6.1667,64.5,-3.6667,64.8333,0.0,54,34,0.6829999999999999,41,98,57,2.1667,197.2,0.1667,68.1667,0.0,107.032074
36900,1301A,2015-12-29 12:00:00,山东省,济南市,144,63,49,1.327,32,172,110,2.1667,212.0,2.1667,44.3333,0.0,57,29,0.792,45,86,36,4.5,105.3333,-1.0,43.8333,0.0,142,94,4.083,24,301,189,4.1667,104.1667,6.6667,52.0,0.0,115.39397
36916,1301A,2015-12-30 04:00:00,山东省,济南市,110,31,56,0.945,22,153,115,3.1667,164.3333,-0.8333,72.1667,0.0,76,69,1.588,10,154,97,0.3333,173.0,-3.6667,72.5,0.0,26,20,0.994,43,57,28,6.1667,64.5,-3.6667,64.8333,0.0,141.5362
36924,1301A,2015-12-30 12:00:00,山东省,济南市,266,30,24,0.777,56,179,144,6.1667,191.3333,3.3333,67.1667,0.0,63,49,1.327,32,172,110,2.1667,212.0,2.1667,44.3333,0.0,57,29,0.792,45,86,36,4.5,105.3333,-1.0,43.8333,0.0,201.38525
36940,1301A,2015-12-31 04:00:00,山东省,济南市,131,23,70,0.8859999999999999,13,137,110,1.0,205.0,-0.3333,87.5,0.0,31,56,0.945,22,153,115,3.1667,164.3333,-0.8333,72.1667,0.0,76,69,1.588,10,154,97,0.3333,173.0,-3.6667,72.5,0.0,221.89217
36948,1301A,2015-12-31 12:00:00,山东省,济南市,65,77,91,2.394,28,328,266,1.8333,263.0,2.1667,81.1667,0.0,30,24,0.777,56,179,144,6.1667,191.3333,3.3333,67.1667,0.0,63,49,1.327,32,172,110,2.1667,212.0,2.1667,44.3333,0.0,278.0502
37516,1302A,2015-12-27 04:00:00,山东省,济南市,32,55,64,1.0590000000000002,14,149,105,2.1667,197.2,0.1667,68.1667,0.0,53,110,5.053,5,555,358,3.1667,163.5,-1.8333,97.8333,0.0,25,90,3.319,5,411,300,0.5,72.25,-1.6667,97.0,0.0,102.7487
37524,1302A,2015-12-27 12:00:00,山东省,济南市,66,82,80,1.7819999999999998,18,364,210,4.1667,104.1667,6.6667,52.0,0.0,90,83,2.158,30,308,261,7.1667,199.8333,4.3333,62.3333,0.0,98,111,7.591,9,687,471,0.6667,185.3333,0.0,90.5,0.0,97.51959
37540,1302A,2015-12-28 04:00:00,山东省,济南市,113,30,18,0.638,0,56,32,6.1667,64.5,-3.6667,64.8333,0.0,55,64,1.0590000000000002,14,149,105,2.1667,197.2,0.1667,68.1667,0.0,53,110,5.053,5,555,358,3.1667,163.5,-1.8333,97.8333,0.0,50.321774
37548,1302A,2015-12-28 12:00:00,山东省,济南市,162,66,29,1.092,0,88,66,4.5,105.3333,-1.0,43.8333,0.0,82,80,1.7819999999999998,18,364,210,4.1667,104.1667,6.6667,52.0,0.0,90,83,2.158,30,308,261,7.1667,199.8333,4.3333,62.3333,0.0,55.82826
37564,1302A,2015-12-29 04:00:00,山东省,济南市,147,91,60,1.286,0,137,113,0.3333,173.0,-3.6667,72.5,0.0,30,18,0.638,0,56,32,6.1667,64.5,-3.6667,64.8333,0.0,55,64,1.0590000000000002,14,149,105,2.1667,197.2,0.1667,68.1667,0.0,112.395065
37572,1302A,2015-12-29 12:00:00,山东省,济南市,139,88,41,1.175,18,179,162,2.1667,212.0,2.1667,44.3333,0.0,66,29,1.092,0,88,66,4.5,105.3333,-1.0,43.8333,0.0,82,80,1.7819999999999998,18,364,210,4.1667,104.1667,6.6667,52.0,0.0,127.59622
37588,1302A,2015-12-30 04:00:00,山东省,济南市,145,50,46,0.906,25,179,147,3.1667,164.3333,-0.8333,72.1667,0.0,91,60,1.286,0,137,113,0.3333,173.0,-3.6667,72.5,0.0,30,18,0.638,0,56,32,6.1667,64.5,-3.6667,64.8333,0.0,185.20396
37596,1302A,2015-12-30 12:00:00,山东省,济南市,374,38,49,0.785,25,207,139,6.1667,191.3333,3.3333,67.1667,0.0,88,41,1.175,18,179,162,2.1667,212.0,2.1667,44.3333,0.0,66,29,1.092,0,88,66,4.5,105.3333,-1.0,43.8333,0.0,190.94963
37612,1302A,2015-12-31 04:00:00,山东省,济南市,197,34,55,0.949,22,177,145,1.0,205.0,-0.3333,87.5,0.0,50,46,0.906,25,179,147,3.1667,164.3333,-0.8333,72.1667,0.0,91,60,1.286,0,137,113,0.3333,173.0,-3.6667,72.5,0.0,251.58467
37620,1302A,2015-12-31 12:00:00,山东省,济南市,126,69,96,2.249,16,417,374,1.8333,263.0,2.1667,81.1667,0.0,38,49,0.785,25,207,139,6.1667,191.3333,3.3333,67.1667,0.0,88,41,1.175,18,179,162,2.1667,212.0,2.1667,44.3333,0.0,288.63855
38188,1303A,2015-12-27 04:00:00,山东省,济南市,23,73,70,1.887,15,133,86,2.1667,197.2,0.1667,68.1667,0.0,75,124,6.086,3,593,394,3.1667,163.5,-1.8333,97.8333,0.0,35,95,3.466,3,394,307,0.5,72.25,-1.6667,97.0,0.0,92.87811
38196,1303A,2015-12-27 12:00:00,山东省,济南市,45,118,88,2.727,16,308,230,4.1667,104.1667,6.6667,52.0,0.0,81,55,1.839,53,241,185,7.1667,199.8333,4.3333,62.3333,0.0,115,114,6.479,8,597,468,0.6667,185.3333,0.0,90.5,0.0,104.60629
38212,1303A,2015-12-28 04:00:00,山东省,济南市,89,26,22,0.596,50,61,23,6.1667,64.5,-3.6667,64.8333,0.0,73,70,1.887,15,133,86,2.1667,197.2,0.1667,68.1667,0.0,75,124,6.086,3,593,394,3.1667,163.5,-1.8333,97.8333,0.0,32.3025
38220,1303A,2015-12-28 12:00:00,山东省,济南市,111,63,41,1.121,41,87,45,4.5,105.3333,-1.0,43.8333,0.0,118,88,2.727,16,308,230,4.1667,104.1667,6.6667,52.0,0.0,81,55,1.839,53,241,185,7.1667,199.8333,4.3333,62.3333,0.0,58.519314
38236,1303A,2015-12-29 04:00:00,山东省,济南市,132,114,78,2.26,3,155,89,0.3333,173.0,-3.6667,72.5,0.0,26,22,0.596,50,61,23,6.1667,64.5,-3.6667,64.8333,0.0,73,70,1.887,15,133,86,2.1667,197.2,0.1667,68.1667,0.0,103.83948
38244,1303A,2015-12-29 12:00:00,山东省,济南市,117,83,59,1.509,26,154,111,2.1667,212.0,2.1667,44.3333,0.0,63,41,1.121,41,87,45,4.5,105.3333,-1.0,43.8333,0.0,118,88,2.727,16,308,230,4.1667,104.1667,6.6667,52.0,0.0,115.0358
38260,1303A,2015-12-30 04:00:00,山东省,济南市,127,50,43,1.1,45,163,132,3.1667,164.3333,-0.8333,72.1667,0.0,114,78,2.26,3,155,89,0.3333,173.0,-3.6667,72.5,0.0,26,22,0.596,50,61,23,6.1667,64.5,-3.6667,64.8333,0.0,135.49492
38268,1303A,2015-12-30 12:00:00,山东省,济南市,313,37,37,0.974,54,156,117,6.1667,191.3333,3.3333,67.1667,0.0,83,59,1.509,26,154,111,2.1667,212.0,2.1667,44.3333,0.0,63,41,1.121,41,87,45,4.5,105.3333,-1.0,43.8333,0.0,189.77466
38284,1303A,2015-12-31 04:00:00,山东省,济南市,142,41,64,1.62,28,153,127,1.0,205.0,-0.3333,87.5,0.0,50,43,1.1,45,163,132,3.1667,164.3333,-0.8333,72.1667,0.0,114,78,2.26,3,155,89,0.3333,173.0,-3.6667,72.5,0.0,247.24632
38292,1303A,2015-12-31 12:00:00,山东省,济南市,130,82,110,2.588,24,369,313,1.8333,263.0,2.1667,81.1667,0.0,37,37,0.974,54,156,117,6.1667,191.3333,3.3333,67.1667,0.0,83,59,1.509,26,154,111,2.1667,212.0,2.1667,44.3333,0.0,286.7362
38860,1304A,2015-12-27 04:00:00,山东省,济南市,0,0,0,0.0,0,0,0,2.1667,197.2,0.1667,68.1667,0.0,0,0,0.0,0,0,0,3.1667,163.5,-1.8333,97.8333,0.0,0,0,0.0,0,0,0,0.5,72.25,-1.6667,97.0,0.0,28.790443
38868,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
38884,1304A,2015-12-28 04:00:00,山东省,济南市,0,0,0,0.0,0,0,0,6.1667,64.5,-3.6667,64.8333,0.0,0,0,0.0,0,0,0,2.1667,197.2,0.1667,68.1667,0.0,0,0,0.0,0,0,0,3.1667,163.5,-1.8333,97.8333,0.0,11.280956
38892,1304A,2015-12-28 12:00:00,山东省,济南市,0,0,0,0.0,0,0,0,4.5,105.3333,-1.0,43.8333,0.0,0,0,0.0,0,0,0,4.1667,104.1667,6.6667,52.0,0.0,0,0,0.0,0,0,0,7.1667,199.8333,4.3333,62.3333,0.0,4.537693
38908,1304A,2015-12-29 04:00:00,山东省,济南市,0,0,0,0.0,0,0,0,0.3333,173.0,-3.6667,72.5,0.0,0,0,0.0,0,0,0,6.1667,64.5,-3.6667,64.8333,0.0,0,0,0.0,0,0,0,2.1667,197.2,0.1667,68.1667,0.0,38.70635
38916,1304A,2015-12-29 12:00:00,山东省,济南市,0,0,0,0.0,0,0,0,2.1667,212.0,2.1667,44.3333,0.0,0,0,0.0,0,0,0,4.5,105.3333,-1.0,43.8333,0.0,0,0,0.0,0,0,0,4.1667,104.1667,6.6667,52.0,0.0,37.759365
38932,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
38940,1304A,2015-12-30 12:00:00,山东省,济南市,0,0,0,0.0,0,0,0,6.1667,191.3333,3.3333,67.1667,0.0,0,0,0.0,0,0,0,2.1667,212.0,2.1667,44.3333,0.0,0,0,0.0,0,0,0,4.5,105.3333,-1.0,43.8333,0.0,4.586174
38956,1304A,2015-12-31 04:00:00,山东省,济南市,0,0,0,0.0,0,0,0,1.0,205.0,-0.3333,87.5,0.0,0,0,0.0,0,0,0,3.1667,164.3333,-0.8333,72.1667,0.0,0,0,0.0,0,0,0,0.3333,173.0,-3.6667,72.5,0.0,19.785362
38964,1304A,2015-12-31 12:00:00,山东省,济南市,0,0,0,0.0,0,0,0,1.8333,263.0,2.1667,81.1667,0.0,0,0,0.0,0,0,0,6.1667,191.3333,3.3333,67.1667,0.0,0,0,0.0,0,0,0,2.1667,212.0,2.1667,44.3333,0.0,39.280323
39532,1305A,2015-12-27 04:00:00,山东省,济南市,40,68,56,1.777,34,135,79,2.1667,197.2,0.1667,68.1667,0.0,84,127,6.394,2,728,433,3.1667,163.5,-1.8333,97.8333,0.0,36,99,4.388,2,534,286,0.5,72.25,-1.6667,97.0,0.0,70.138336
39540,1305A,2015-12-27 12:00:00,山东省,济南市,54,183,107,4.621,14,374,208,4.1667,104.1667,6.6667,52.0,0.0,101,58,2.2030000000000003,62,252,153,7.1667,199.8333,4.3333,62.3333,0.0,106,129,7.597,6,719,481,0.6667,185.3333,0.0,90.5,0.0,107.10571
39556,1305A,2015-12-28 04:00:00,山东省,济南市,100,37,24,1.58,49,70,40,6.1667,64.5,-3.6667,64.8333,0.0,68,56,1.777,34,135,79,2.1667,197.2,0.1667,68.1667,0.0,84,127,6.394,2,728,433,3.1667,163.5,-1.8333,97.8333,0.0,53.57037
39564,1305A,2015-12-28 12:00:00,山东省,济南市,109,67,40,1.501,44,109,54,4.5,105.3333,-1.0,43.8333,0.0,183,107,4.621,14,374,208,4.1667,104.1667,6.6667,52.0,0.0,101,58,2.2030000000000003,62,252,153,7.1667,199.8333,4.3333,62.3333,0.0,70.69264
39580,1305A,2015-12-29 04:00:00,山东省,济南市,133,93,82,2.162,2,183,100,0.3333,173.0,-3.6667,72.5,0.0,37,24,1.58,49,70,40,6.1667,64.5,-3.6667,64.8333,0.0,68,56,1.777,34,135,79,2.1667,197.2,0.1667,68.1667,0.0,113.79489
39588,1305A,2015-12-29 12:00:00,山东省,济南市,99,77,50,1.89,37,173,109,2.1667,212.0,2.1667,44.3333,0.0,67,40,1.501,44,109,54,4.5,105.3333,-1.0,43.8333,0.0,183,107,4.621,14,374,208,4.1667,104.1667,6.6667,52.0,0.0,118.83086
39604,1305A,2015-12-30 04:00:00,山东省,济南市,132,55,36,1.489,54,189,133,3.1667,164.3333,-0.8333,72.1667,0.0,93,82,2.162,2,183,100,0.3333,173.0,-3.6667,72.5,0.0,37,24,1.58,49,70,40,6.1667,64.5,-3.6667,64.8333,0.0,138.80095
39612,1305A,2015-12-30 12:00:00,山东省,济南市,276,33,28,1.203,49,177,99,6.1667,191.3333,3.3333,67.1667,0.0,77,50,1.89,37,173,109,2.1667,212.0,2.1667,44.3333,0.0,67,40,1.501,44,109,54,4.5,105.3333,-1.0,43.8333,0.0,181.52449
39628,1305A,2015-12-31 04:00:00,山东省,济南市,141,44,55,1.751,38,190,132,1.0,205.0,-0.3333,87.5,0.0,55,36,1.489,54,189,133,3.1667,164.3333,-0.8333,72.1667,0.0,93,82,2.162,2,183,100,0.3333,173.0,-3.6667,72.5,0.0,235.52306
